title,cast,genres,combined
"alexander and the terrible, horrible, no good, very bad day",Steve Carell Jennifer Garner Ed Oxenbould Dylan Minnette Kerris Dorsey,Family Comedy,Family Comedy Steve Carell Jennifer Garner Ed Oxenbould Dylan Minnette Kerris Dorsey
this is where i leave you,Jason Bateman Tina Fey Adam Driver Rose Byrne Corey Stoll,Drama Comedy,Drama Comedy Jason Bateman Tina Fey Adam Driver Rose Byrne Corey Stoll
the homesman,Hilary Swank Tommy Lee Jones Grace Gummer Meryl Streep Miranda Otto,Western Drama,Western Drama Hilary Swank Tommy Lee Jones Grace Gummer Meryl Streep Miranda Otto
son of a gun,Ewan McGregor Brenton Thwaites Alicia Vikander Jacek Koman Matthew Nable,Action Crime Drama Thriller,Action Crime Drama Thriller Ewan McGregor Brenton Thwaites Alicia Vikander Jacek Koman Matthew Nable
cold in july,Michael C. Hall Don Johnson Sam Shepard Vinessa Shaw Nick Damici,Drama Thriller,Drama Thriller Michael C. Hall Don Johnson Sam Shepard Vinessa Shaw Nick Damici
the double,Jesse Eisenberg Mia Wasikowska Wallace Shawn Noah Taylor Rade Serbedzija,Thriller Drama,Thriller Drama Jesse Eisenberg Mia Wasikowska Wallace Shawn Noah Taylor Rade Serbedzija
the nut job,Will Arnett Katherine Heigl Brendan Fraser Liam Neeson Stephen Lang,Animation Comedy Family Adventure,Animation Comedy Family Adventure Will Arnett Katherine Heigl Brendan Fraser Liam Neeson Stephen Lang
skin trade,Dolph Lundgren Tony Jaa Ron Perlman Celina Jade Michael Jai White,Thriller Action Drama,Thriller Action Drama Dolph Lundgren Tony Jaa Ron Perlman Celina Jade Michael Jai White
open windows,Elijah Wood Sasha Grey Neil Maskell Nacho Vigalondo Brian Elder,Thriller Action Crime,Thriller Action Crime Elijah Wood Sasha Grey Neil Maskell Nacho Vigalondo Brian Elder
big game,Samuel L. Jackson Onni Tommila Ted Levine Victor Garber Felicity Huffman,Action Adventure,Action Adventure Samuel L. Jackson Onni Tommila Ted Levine Victor Garber Felicity Huffman
the bag man,John Cusack Rebecca Da Costa Robert De Niro Crispin Glover Dominic Purcell,Crime Drama Thriller,Crime Drama Thriller John Cusack Rebecca Da Costa Robert De Niro Crispin Glover Dominic Purcell
jersey boys,Christopher Walken Vincent Piazza Freya Tingley James Madio Sean Whalen,Music Drama,Music Drama Christopher Walken Vincent Piazza Freya Tingley James Madio Sean Whalen
about last night,Kevin Hart Michael Ealy Regina Hall Joy Bryant Christopher McDonald,Comedy Romance,Comedy Romance Kevin Hart Michael Ealy Regina Hall Joy Bryant Christopher McDonald
million dollar arm,Jon Hamm Bill Paxton Lake Bell Suraj Sharma Aasif Mandvi,Drama,Drama Jon Hamm Bill Paxton Lake Bell Suraj Sharma Aasif Mandvi
wish i was here,Zach Braff Kate Hudson Joey King Pierce Gagnon Donald Faison,Drama Comedy,Drama Comedy Zach Braff Kate Hudson Joey King Pierce Gagnon Donald Faison
infinitely polar bear,Mark Ruffalo Zoe Saldana Imogene Wolodarsky Ashley Aufderheide Wallace Wolodarsky,Comedy Drama,Comedy Drama Mark Ruffalo Zoe Saldana Imogene Wolodarsky Ashley Aufderheide Wallace Wolodarsky
cymbeline,Ed Harris Dakota Johnson Milla Jovovich Ethan Hawke Penn Badgley,Drama,Drama Ed Harris Dakota Johnson Milla Jovovich Ethan Hawke Penn Badgley
adult beginners,Nick Kroll Rose Byrne Bobby Cannavale Joel McHale Caitlin Fitzgerald,Drama Comedy,Drama Comedy Nick Kroll Rose Byrne Bobby Cannavale Joel McHale Caitlin Fitzgerald
zodiac,Christopher Lloyd Aaron Douglas Joel Gretsch Andrea Brooks Reilly Dolman,Science Fiction TV Movie,Science Fiction TV Movie Christopher Lloyd Aaron Douglas Joel Gretsch Andrea Brooks Reilly Dolman
before we go,Chris Evans Alice Eve Emma Fitzpatrick Scott Evans John Cullum,Drama Romance Comedy,Drama Romance Comedy Chris Evans Alice Eve Emma Fitzpatrick Scott Evans John Cullum
under the skin,Scarlett Johansson KryÅ¡tof HÃ¡dek Paul Brannigan Michael Moreland Scott Dymond,Thriller Science Fiction Drama,Thriller Science Fiction Drama Scarlett Johansson KryÅ¡tof HÃ¡dek Paul Brannigan Michael Moreland Scott Dymond
veronica mars,Kristen Bell Jason Dohring Enrico Colantoni Chris Lowell Percy Daggs III,Comedy Drama Crime,Comedy Drama Crime Kristen Bell Jason Dohring Enrico Colantoni Chris Lowell Percy Daggs III
hector and the search for happiness,Simon Pegg Rosamund Pike Tracy-Ann Oberman Toni Collette Stellan SkarsgÃ¥rd,Adventure Drama Comedy,Adventure Drama Comedy Simon Pegg Rosamund Pike Tracy-Ann Oberman Toni Collette Stellan SkarsgÃ¥rd
son of god,Roma Downey Diogo Morgado Louise Delamere Darwin Shaw Amber Rose Revah,Drama,Drama Roma Downey Diogo Morgado Louise Delamere Darwin Shaw Amber Rose Revah
fed up,Katie Couric Michael Pollan Bill Clinton Tom Vilsack Kelly Brownell,Documentary,Documentary Katie Couric Michael Pollan Bill Clinton Tom Vilsack Kelly Brownell
batman: assault on arkham,Kevin Conroy Neal McDonough Matthew Gray Gubler Hynden Walch Troy Baker,Thriller Animation Action Crime,Thriller Animation Action Crime Kevin Conroy Neal McDonough Matthew Gray Gubler Hynden Walch Troy Baker
barefoot,Evan Rachel Wood Scott Speedman J.K. Simmons Treat Williams Kate Burton,Comedy Drama Romance,Comedy Drama Romance Evan Rachel Wood Scott Speedman J.K. Simmons Treat Williams Kate Burton
justice league: war,Michelle Monaghan Alan Tudyk Sean Astin Shemar Moore Christopher Gorham,Animation,Animation Michelle Monaghan Alan Tudyk Sean Astin Shemar Moore Christopher Gorham
the zero theorem,Christoph Waltz David Thewlis MÃ©lanie Thierry Lucas Hedges Matt Damon,Drama Fantasy Science Fiction,Drama Fantasy Science Fiction Christoph Waltz David Thewlis MÃ©lanie Thierry Lucas Hedges Matt Damon
housebound,Morgana O'Reilly Rima Te Wiata Glen-Paul Waru Cameron Rhodes Millen Baird,Horror Comedy Thriller,Horror Comedy Thriller Morgana O'Reilly Rima Te Wiata Glen-Paul Waru Cameron Rhodes Millen Baird
a good marriage,Joan Allen Anthony LaPaglia Stephen Lang Cara Buono Kristen Connolly,Thriller,Thriller Joan Allen Anthony LaPaglia Stephen Lang Cara Buono Kristen Connolly
when the game stands tall,Jim Caviezel Michael Chiklis Laura Dern Clancy Brown Ser'Darius Blain,Drama,Drama Jim Caviezel Michael Chiklis Laura Dern Clancy Brown Ser'Darius Blain
turks & caicos,Bill Nighy Christopher Walken Winona Ryder Ralph Fiennes Helena Bonham Carter,Thriller Drama Action Mystery,Thriller Drama Action Mystery Bill Nighy Christopher Walken Winona Ryder Ralph Fiennes Helena Bonham Carter
toy story that time forgot,Tom Hanks Tim Allen Joan Cusack Kristen Schaal Wallace Shawn,Animation Family,Animation Family Tom Hanks Tim Allen Joan Cusack Kristen Schaal Wallace Shawn
feast,Tommy Snider Katie Lowes Ben Bledsoe Stephen Apostolina Kirk Baily,Romance Comedy Animation Drama Family,Romance Comedy Animation Drama Family Tommy Snider Katie Lowes Ben Bledsoe Stephen Apostolina Kirk Baily
jackie & ryan,Katherine Heigl Ben Barnes Clea DuVall Sheryl Lee Emily Alyn Lind,Drama,Drama Katherine Heigl Ben Barnes Clea DuVall Sheryl Lee Emily Alyn Lind
the riot club,Max Irons Sam Claflin Douglas Booth Holliday Grainger Jessica Brown Findlay,Drama Thriller,Drama Thriller Max Irons Sam Claflin Douglas Booth Holliday Grainger Jessica Brown Findlay
the scribbler,Katie Cassidy Eliza Dushku Sasha Grey Michelle Trachtenberg Gina Gershon,Thriller,Thriller Katie Cassidy Eliza Dushku Sasha Grey Michelle Trachtenberg Gina Gershon
grace of monaco,Nicole Kidman Milo Ventimiglia Paz Vega Tim Roth Parker Posey,Romance Drama,Romance Drama Nicole Kidman Milo Ventimiglia Paz Vega Tim Roth Parker Posey
decoding annie parker,Samantha Morton Helen Hunt Aaron Paul Alice Eve Maggie Grace,Drama,Drama Samantha Morton Helen Hunt Aaron Paul Alice Eve Maggie Grace
the little death,Josh Lawson Bojana NovakoviÄ‡ Damon Herriman Kate Mulvany Lisa McCune,Drama Comedy Romance,Drama Comedy Romance Josh Lawson Bojana NovakoviÄ‡ Damon Herriman Kate Mulvany Lisa McCune
in your eyes,Zoe Kazan Michael Stahl-David Nikki Reed Jennifer Grey Mark Feuerstein,Drama Romance Science Fiction,Drama Romance Science Fiction Zoe Kazan Michael Stahl-David Nikki Reed Jennifer Grey Mark Feuerstein
bad ass 2: bad asses,Danny Trejo Danny Glover Andrew Divoff Jacqueline Obradors Jonathan Lipnicki,Action,Action Danny Trejo Danny Glover Andrew Divoff Jacqueline Obradors Jonathan Lipnicki
cuban fury,Chris O'Dowd Ian McShane Rashida Jones Nick Frost Rory Kinnear,Comedy,Comedy Chris O'Dowd Ian McShane Rashida Jones Nick Frost Rory Kinnear
dying of the light,Nicolas Cage Anton Yelchin Alexander Karim IrÃ¨ne Jacob Aymen Hamdouchi,Thriller Drama,Thriller Drama Nicolas Cage Anton Yelchin Alexander Karim IrÃ¨ne Jacob Aymen Hamdouchi
the quiet ones,Jared Harris Sam Claflin Olivia Cooke Erin Richards Rory Fleck-Byrne,Horror,Horror Jared Harris Sam Claflin Olivia Cooke Erin Richards Rory Fleck-Byrne
tokarev,Nicolas Cage Aubrey Peeples Rachel Nichols Peter Stormare Danny Glover,Action Crime Thriller,Action Crime Thriller Nicolas Cage Aubrey Peeples Rachel Nichols Peter Stormare Danny Glover
a most wanted man,Philip Seymour Hoffman Rachel McAdams Robin Wright Daniel BrÃ¼hl Willem Dafoe,Thriller,Thriller Philip Seymour Hoffman Rachel McAdams Robin Wright Daniel BrÃ¼hl Willem Dafoe
top five,Chris Rock Rosario Dawson J.B. Smoove Gabrielle Union Romany Malco,Drama Comedy,Drama Comedy Chris Rock Rosario Dawson J.B. Smoove Gabrielle Union Romany Malco
get on up,Chadwick Boseman Nelsan Ellis Dan Aykroyd Viola Davis Lennie James,Drama Music,Drama Music Chadwick Boseman Nelsan Ellis Dan Aykroyd Viola Davis Lennie James
the pyramid,Ashley Hinshaw Denis O'Hare James Buckley Christa Nicola Amir K,Horror,Horror Ashley Hinshaw Denis O'Hare James Buckley Christa Nicola Amir K
deliver us from evil,Eric Bana Edgar RamÃ­rez Olivia Munn Joel McHale Sean Harris,Thriller Crime Horror,Thriller Crime Horror Eric Bana Edgar RamÃ­rez Olivia Munn Joel McHale Sean Harris
clouds of sils maria,Juliette Binoche Kristen Stewart ChloÃ« Grace Moretz Lars Eidinger Brady Corbet,Drama,Drama Juliette Binoche Kristen Stewart ChloÃ« Grace Moretz Lars Eidinger Brady Corbet
kill the messenger,Jeremy Renner Mary Elizabeth Winstead Michael Sheen Ray Liotta Robert Patrick,Thriller Crime Drama Mystery,Thriller Crime Drama Mystery Jeremy Renner Mary Elizabeth Winstead Michael Sheen Ray Liotta Robert Patrick
calvary,Brendan Gleeson Chris O'Dowd Kelly Reilly Aidan Gillen Dylan Moran,Drama,Drama Brendan Gleeson Chris O'Dowd Kelly Reilly Aidan Gillen Dylan Moran
time lapse,Danielle Panabaker Matt O'Leary George Finn John Rhys-Davies Amin Joseph,Thriller Science Fiction,Thriller Science Fiction Danielle Panabaker Matt O'Leary George Finn John Rhys-Davies Amin Joseph
sheâ€™s funny that way,Owen Wilson Imogen Poots Kathryn Hahn Will Forte Rhys Ifans,Comedy,Comedy Owen Wilson Imogen Poots Kathryn Hahn Will Forte Rhys Ifans
what we do in the shadows,Taika Waititi Jemaine Clement Jonathan Brugh Cori Gonzalez-Macuer Stuart Rutherford,Comedy Horror,Comedy Horror Taika Waititi Jemaine Clement Jonathan Brugh Cori Gonzalez-Macuer Stuart Rutherford
cut bank,Liam Hemsworth Teresa Palmer John Malkovich Bruce Dern Billy Bob Thornton,Thriller,Thriller Liam Hemsworth Teresa Palmer John Malkovich Bruce Dern Billy Bob Thornton
honeymoon,Rose Leslie Harry Treadaway Ben Huber Hanna Brown,Horror,Horror Rose Leslie Harry Treadaway Ben Huber Hanna Brown
starred up,Jack O'Connell Ben Mendelsohn Rupert Friend David Ajala Peter Ferdinando,Drama,Drama Jack O'Connell Ben Mendelsohn Rupert Friend David Ajala Peter Ferdinando
space station 76,Matt Bomer Jerry O'Connell Liv Tyler Marisa Coughlan Patrick Wilson,Drama Comedy Science Fiction,Drama Comedy Science Fiction Matt Bomer Jerry O'Connell Liv Tyler Marisa Coughlan Patrick Wilson
locke,Tom Hardy Ruth Wilson Andrew Scott Olivia Colman Tom Holland,Drama Thriller,Drama Thriller Tom Hardy Ruth Wilson Andrew Scott Olivia Colman Tom Holland
"20,000 days on earth",Nick Cave Warren Ellis Blixa Bargeld Susie Bick Arthur Cave,Music Documentary Drama,Music Documentary Drama Nick Cave Warren Ellis Blixa Bargeld Susie Bick Arthur Cave
dolphin tale 2,Morgan Freeman Ashley Judd Nathan Gamble Cozi Zuehlsdorff Harry Connick Jr.,Family Drama,Family Drama Morgan Freeman Ashley Judd Nathan Gamble Cozi Zuehlsdorff Harry Connick Jr.
the longest week,Olivia Wilde Jason Bateman Jenny Slate Billy Crudup Tony Roberts,Comedy Drama,Comedy Drama Olivia Wilde Jason Bateman Jenny Slate Billy Crudup Tony Roberts
a certain justice,Dolph Lundgren Cung Le Vinnie Jones Gianni Capaldi Briana Evigan,Action Drama,Action Drama Dolph Lundgren Cung Le Vinnie Jones Gianni Capaldi Briana Evigan
the angriest man in brooklyn,Mila Kunis Peter Dinklage Robin Williams Melissa Leo James Earl Jones,Drama Comedy,Drama Comedy Mila Kunis Peter Dinklage Robin Williams Melissa Leo James Earl Jones
hellion,Aaron Paul Juliette Lewis Josh Wiggins Deke Garner Jonny Mars,Thriller Drama,Thriller Drama Aaron Paul Juliette Lewis Josh Wiggins Deke Garner Jonny Mars
the woman in black 2: angel of death,Helen McCrory Jeremy Irvine Phoebe Fox Ned Dennehy Adrian Rawlins,Thriller Horror Drama,Thriller Horror Drama Helen McCrory Jeremy Irvine Phoebe Fox Ned Dennehy Adrian Rawlins
god's pocket,Philip Seymour Hoffman Richard Jenkins Christina Hendricks John Turturro Eddie Marsan,Drama,Drama Philip Seymour Hoffman Richard Jenkins Christina Hendricks John Turturro Eddie Marsan
jessabelle,Sarah Snook Mark Webber Joelle Carter David Andrews Chris Ellis,Thriller Horror,Thriller Horror Sarah Snook Mark Webber Joelle Carter David Andrews Chris Ellis
muppets most wanted,Ricky Gervais Ty Burrell Tina Fey Steve Whitmire Eric Jacobson,Comedy Adventure Crime Family,Comedy Adventure Crime Family Ricky Gervais Ty Burrell Tina Fey Steve Whitmire Eric Jacobson
you're not you,Hilary Swank Emmy Rossum Josh Duhamel Ali Larter Marcia Gay Harden,Drama,Drama Hilary Swank Emmy Rossum Josh Duhamel Ali Larter Marcia Gay Harden
the drownsman,Michelle Mylett Caroline Palmer Ry Barrett Gemma Bird Matheson Sydney Kondruss,Horror Fantasy Thriller,Horror Fantasy Thriller Michelle Mylett Caroline Palmer Ry Barrett Gemma Bird Matheson Sydney Kondruss
search party,Adam Pally T.J. Miller Thomas Middleditch Alison Brie Krysten Ritter,Comedy,Comedy Adam Pally T.J. Miller Thomas Middleditch Alison Brie Krysten Ritter
gun woman,Asami Kairi Narita Noriaki Kamata Matthew Floyd Miller Dean Simone,Thriller Action,Thriller Action Asami Kairi Narita Noriaki Kamata Matthew Floyd Miller Dean Simone
the taking of deborah logan,Jill Larson Anne Ramsay Michelle Ang Ryan Cutrona Brett Gentile,Horror Mystery Thriller,Horror Mystery Thriller Jill Larson Anne Ramsay Michelle Ang Ryan Cutrona Brett Gentile
tusk,Michael Parks Justin Long Haley Joel Osment GÃ©nesis RodrÃ­guez Ralph Garman,Comedy Drama Horror,Comedy Drama Horror Michael Parks Justin Long Haley Joel Osment GÃ©nesis RodrÃ­guez Ralph Garman
"men, women & children",Rosemarie DeWitt Jennifer Garner Judy Greer Dean Norris Adam Sandler,Drama Comedy,Drama Comedy Rosemarie DeWitt Jennifer Garner Judy Greer Dean Norris Adam Sandler
shelter,Jennifer Connelly Anthony Mackie Amy Hargreaves Bruce Altman Andrew Polk,Drama,Drama Jennifer Connelly Anthony Mackie Amy Hargreaves Bruce Altman Andrew Polk
hello ladies: the movie,Stephen Merchant Christine Woods Kevin Weisman Nate Torrence Kyle Mooney,Comedy,Comedy Stephen Merchant Christine Woods Kevin Weisman Nate Torrence Kyle Mooney
sx_tape,Caitlyn Folley Julie Marcus Ian Duncan Daniel Faraldo Diana GarcÃ­a,Horror,Horror Caitlyn Folley Julie Marcus Ian Duncan Daniel Faraldo Diana GarcÃ­a
what we did on our holiday,David Tennant Rosamund Pike Billy Connolly Bobby Smalldridge Emilia Jones,Comedy,Comedy David Tennant Rosamund Pike Billy Connolly Bobby Smalldridge Emilia Jones
the anomaly,Ian Somerhalder Alexis Knapp Noel Clarke Luke Hemsworth Michael Bisping,Thriller Action Science Fiction,Thriller Action Science Fiction Ian Somerhalder Alexis Knapp Noel Clarke Luke Hemsworth Michael Bisping
stretch,Patrick Wilson Jessica Alba Brooklyn Decker Ray Liotta Mindy Robinson,Action Comedy Thriller,Action Comedy Thriller Patrick Wilson Jessica Alba Brooklyn Decker Ray Liotta Mindy Robinson
5 flights up,Morgan Freeman Diane Keaton Carrie Preston Cynthia Nixon Alysia Reiner,Drama,Drama Morgan Freeman Diane Keaton Carrie Preston Cynthia Nixon Alysia Reiner
a haunted house 2,Marlon Wayans Jaime Pressly Essence Atkins Gabriel Iglesias Missi Pyle,Comedy Horror,Comedy Horror Marlon Wayans Jaime Pressly Essence Atkins Gabriel Iglesias Missi Pyle
love & mercy,Paul Dano John Cusack Paul Giamatti Elizabeth Banks Kenny Wormald,Drama Music,Drama Music Paul Dano John Cusack Paul Giamatti Elizabeth Banks Kenny Wormald
heaven is for real,Greg Kinnear Kelly Reilly Connor Corum Thomas Haden Church Jon Ted Wynne,Drama,Drama Greg Kinnear Kelly Reilly Connor Corum Thomas Haden Church Jon Ted Wynne
reach me,Sylvester Stallone Lauren Cohan Kyra Sedgwick Tom Berenger Cary Elwes,Drama,Drama Sylvester Stallone Lauren Cohan Kyra Sedgwick Tom Berenger Cary Elwes
in the blood,Gina Carano Cam Gigandet Luis GuzmÃ¡n Danny Trejo Treat Williams,Action Crime Thriller,Action Crime Thriller Gina Carano Cam Gigandet Luis GuzmÃ¡n Danny Trejo Treat Williams
lizzie borden took an ax,Christina Ricci Clea DuVall Gregg Henry Stephen McHattie Shawn Doyle,Drama Mystery Thriller,Drama Mystery Thriller Christina Ricci Clea DuVall Gregg Henry Stephen McHattie Shawn Doyle
monsters: dark continent,Johnny Harris Sam Keeley Joe Dempsie Kyle Soller Nicholas Pinnock,Thriller Drama Science Fiction,Thriller Drama Science Fiction Johnny Harris Sam Keeley Joe Dempsie Kyle Soller Nicholas Pinnock
night moves,Jesse Eisenberg Dakota Fanning Alia Shawkat Peter Sarsgaard Katherine Waterston,Thriller Drama,Thriller Drama Jesse Eisenberg Dakota Fanning Alia Shawkat Peter Sarsgaard Katherine Waterston
paper planes,Sam Worthington Ed Oxenbould Deborah Mailman Nicholas Bakopoulos-Cooke Ena Imai,Family,Family Sam Worthington Ed Oxenbould Deborah Mailman Nicholas Bakopoulos-Cooke Ena Imai
the inbetweeners 2,Simon Bird James Buckley Blake Harrison Freddie Stroma Tamla Kari,Comedy,Comedy Simon Bird James Buckley Blake Harrison Freddie Stroma Tamla Kari
barbie and the secret door,Kelly Sheridan Brittany McDonald Ashleigh Ball Chanelle Peloso Tabitha St. Germain,Adventure Animation Family Fantasy,Adventure Animation Family Fantasy Kelly Sheridan Brittany McDonald Ashleigh Ball Chanelle Peloso Tabitha St. Germain
time out of mind,Richard Gere Ben Vereen Jena Malone Steve Buscemi Danielle Brooks,Drama,Drama Richard Gere Ben Vereen Jena Malone Steve Buscemi Danielle Brooks
citizenfour,Edward Snowden Julian Assange Glenn Greenwald Jacob Appelbaum Kevin Bankston,Documentary,Documentary Edward Snowden Julian Assange Glenn Greenwald Jacob Appelbaum Kevin Bankston
